Player ID,Name,Pos,Team,Cost,Selected by
301,Alcaraz,MID,Everton,5.3,0.1
302,Gana,MID,Everton,5.4,0.1
303,Garner,MID,Everton,5.0,0.6
304,Iroegbunam,MID,Everton,4.9,0.0
305,Armstrong,MID,Everton,4.5,0.1
306,Bates,MID,Everton,4.5,0.1
307,Ebere,MID,Everton,4.5,0.0
308,Heath,MID,Everton,4.5,0.0
309,Metcalfe,MID,Everton,4.5,0.0
310,Barry,FWD,Everton,5.8,0.4
311,Beto,FWD,Everton,5.4,5.0
312,Y.Chermiti,FWD,Everton,4.9,0.1
313,Sherif,FWD,Everton,4.4,0.2
314,Leno,GK,Fulham,5.0,1.6
315,Benda,GK,Fulham,4.0,0.0
316,Robinson,DEF,Fulham,5.0,0.8
317,Andersen,DEF,Fulham,4.5,3.9
318,Bassey,DEF,Fulham,4.5,0.6
319,Castagne,DEF,Fulham,4.4,0.1
320,Diop,DEF,Fulham,4.4,0.1
321,J.Cuenca,DEF,Fulham,4.4,0.0
322,Tete,DEF,Fulham,4.5,0.2
323,Amissah,DEF,Fulham,3.9,0.1
324,Iwobi,MID,Fulham,6.5,1.7
325,Smith Rowe,MID,Fulham,5.9,0.7
326,Adama,MID,Fulham,5.3,0.2
327,Andreas,MID,Fulham,5.3,0.1
328,Sessegnon,MID,Fulham,5.4,0.0
329,Wilson,MID,Fulham,5.4,0.4
330,Berge,MID,Fulham,5.0,0.1
331,Cairney,MID,Fulham,4.9,0.0
332,Lukić,MID,Fulham,5.0,0.1
333,Godo,MID,Fulham,4.5,0.0
334,Harris,MID,Fulham,4.5,0.0
335,King,MID,Fulham,4.5,3.8
336,Reed,MID,Fulham,4.4,0.3
337,Raúl,FWD,Fulham,6.3,1.1
338,Muniz,FWD,Fulham,5.5,2.5
339,Meslier,GK,Leeds,4.4,0.5
340,Cairns,GK,Leeds,4.0,0.2
341,Darlow,GK,Leeds,4.0,2.5
342,Bogle,DEF,Leeds,4.5,0.2
343,Struijk,DEF,Leeds,4.5,0.4
344,Bijol,DEF,Leeds,4.0,0.1
345,Bornauw,DEF,Leeds,3.9,0.1
346,Byram,DEF,Leeds,3.9,0.2
347,Gudmundsson,DEF,Leeds,4.0,5.4
348,Rodon,DEF,Leeds,4.0,4.1
349,Schmidt,DEF,Leeds,4.0,0.1
350,Aaronson,MID,Leeds,5.4,0.1
351,Gnonto,MID,Leeds,5.3,0.2
352,Harrison,MID,Leeds,5.3,0.1
353,James,MID,Leeds,5.3,0.2
354,Ampadu,MID,Leeds,4.9,0.1
355,Greenwood,MID,Leeds,4.9,0.0
356,Gruev,MID,Leeds,4.9,0.0
357,Ramazani,MID,Leeds,4.9,0.0
358,Tanaka,MID,Leeds,4.9,0.1
359,Crew,MID,Leeds,4.5,0.0
360,Gelhardt,MID,Leeds,4.5,0.0
361,Gyabi,MID,Leeds,4.5,0.0
362,Piroe,FWD,Leeds,5.3,0.7
363,Bamford,FWD,Leeds,4.9,0.7
364,Mateo Joseph,FWD,Leeds,5.0,0.0
365,Nmecha,FWD,Leeds,5.0,0.8
366,A.Becker,GK,Liverpool,5.5,10.7
367,Mamardashvili,GK,Liverpool,4.3,0.3
368,Pécsi,GK,Liverpool,3.9,0.2
369,Woodman,GK,Liverpool,4.0,0.1
370,Frimpong,DEF,Liverpool,5.9,8.5
371,Kerkez,DEF,Liverpool,5.9,5.1
372,Robertson,DEF,Liverpool,5.9,1.1
373,Virgil,DEF,Liverpool,6.1,29.8
374,Konaté,DEF,Liverpool,5.5,3.4
375,Bradley,DEF,Liverpool,5.0,0.1
376,Gomez,DEF,Liverpool,5.0,0.1
377,Tsimikas,DEF,Liverpool,4.8,0.1
378,Nallo,DEF,Liverpool,3.9,0.2
379,R.Williams,DEF,Liverpool,3.9,0.2
380,Ramsay,DEF,Liverpool,3.9,0.2
381,M.Salah,MID,Liverpool,14.5,51.0
382,Wirtz,MID,Liverpool,8.2,13.8
383,Luis Díaz,MID,Liverpool,8.0,0.1
384,Gakpo,MID,Liverpool,7.7,16.6
385,Chiesa,MID,Liverpool,6.4,0.3
386,Mac Allister,MID,Liverpool,6.4,1.4
387,Szoboszlai,MID,Liverpool,6.5,3.9
388,C.Jones,MID,Liverpool,5.4,0.1
389,Elliott,MID,Aston Villa,5.4,0.6
390,Gravenberch,MID,Liverpool,5.6,2.6
391,Gannon-Doak,MID,Bournemouth,5.0,0.0
392,Endo,MID,Liverpool,4.9,0.1
393,Bajcetic,MID,Liverpool,4.4,0.1
394,McConnell,MID,Liverpool,4.4,0.0
395,Morton,MID,Liverpool,4.5,0.0
396,Nyoni,MID,Liverpool,4.4,0.2
397,Darwin,FWD,Liverpool,6.5,0.1
398,Danns,FWD,Liverpool,4.4,0.1
399,Ederson M.,GK,Man City,5.3,1.2
400,Ortega Moreno,GK,Man City,4.9,0.2
401,Bettinelli,GK,Man City,4.0,0.1
402,Aït-Nouri,DEF,Man City,5.9,8.5
403,Gvardiol,DEF,Man City,5.8,4.0
404,Akanji,DEF,Man City,5.4,0.4
405,Aké,DEF,Man City,5.4,0.7
406,Khusanov,DEF,Man City,5.4,0.4
407,Matheus N.,DEF,Man City,5.3,0.3
408,Rúben,DEF,Man City,5.5,4.1
409,Stones,DEF,Man City,5.5,0.8
410,Lewis,DEF,Man City,5.0,2.6
411,O’Reilly,DEF,Man City,4.9,0.3
412,Vitor Reis,DEF,Man City,5.0,0.0
413,Marmoush,MID,Man City,8.3,3.3
414,Foden,MID,Man City,8.0,3.6
415,Savinho,MID,Man City,6.9,0.4
416,Bernardo,MID,Man City,6.4,0.6
417,Cherki,MID,Man City,6.3,2.5
418,Doku,MID,Man City,6.4,2.9
419,Grealish,MID,Everton,6.8,22.8
420,Gündoğan,MID,Man City,6.3,0.1
421,Rodrigo,MID,Man City,6.4,0.7
422,Kovačić,MID,Man City,5.9,0.0
423,N.Gonzalez,MID,Man City,6.0,0.1
424,Bobb,MID,Man City,5.5,0.4
425,Echeverri,MID,Man City,5.4,0.0
426,McAtee,MID,Nott'm Forest,5.4,0.1
427,Reijnders,MID,Man City,5.6,31.9
428,Nypan,MID,Man City,5.0,0.0
429,Phillips,MID,Man City,4.9,0.1
430,Haaland,FWD,Man City,14.3,43.7
431,Bayindir,GK,Man Utd,5.0,0.4
432,Onana,GK,Man Utd,4.9,0.2
433,Harrison,GK,Man Utd,4.0,0.0
434,Heaton,GK,Man Utd,4.0,0.3
435,Mee,GK,Man Utd,4.0,0.1
436,De Ligt,DEF,Man Utd,5.0,2.8
437,Martinez,DEF,Man Utd,4.9,0.1
438,Mazraoui,DEF,Man Utd,4.9,0.3
439,D.Leon,DEF,Man Utd,4.3,0.1
440,Dalot,DEF,Man Utd,4.4,1.0
441,Dorgu,DEF,Man Utd,4.5,5.3
442,Maguire,DEF,Man Utd,4.4,0.7
443,Shaw,DEF,Man Utd,4.5,0.3
444,Yoro,DEF,Man Utd,4.5,2.2
445,Amass,DEF,Man Utd,4.0,0.1
446,Fredricson,DEF,Man Utd,3.9,0.1
447,Heaven,DEF,Man Utd,3.9,1.2
448,Malacia,DEF,Man Utd,3.9,0.4
449,B.Fernandes,MID,Man Utd,9.0,19.4
450,Cunha,MID,Man Utd,8.0,4.4
451,Rashford,MID,Man Utd,7.0,0.0
452,Amad,MID,Man Utd,6.3,1.6
453,Garnacho,MID,Chelsea,6.4,0.3
454,Antony,MID,Man Utd,5.9,0.1
455,Mount,MID,Man Utd,5.9,0.2
456,Sancho,MID,Aston Villa,5.9,0.2
457,Casemiro,MID,Man Utd,5.5,0.2
458,Mainoo,MID,Man Utd,4.8,0.5
459,Ugarte,MID,Man Utd,4.9,0.1
460,Collyer,MID,Man Utd,4.5,0.0
461,Fitzgerald,MID,Man Utd,4.4,0.0
462,J.Fletcher,MID,Man Utd,4.4,0.1
463,Kone,MID,Man Utd,4.4,0.1
464,Moorhouse,MID,Man Utd,4.5,0.0
465,Højlund,FWD,Man Utd,6.3,0.3
466,Zirkzee,FWD,Man Utd,5.9,0.4
467,Obi,FWD,Man Utd,4.4,1.4
468,Wheatley,FWD,Man Utd,4.5,0.1
469,Pope,GK,Newcastle,5.0,6.4
470,Dúbravka,GK,Burnley,4.0,34.3
471,Gillespie,GK,Newcastle,4.0,0.1
472,Odysseas,GK,Newcastle,4.0,0.0
473,Hall,DEF,Newcastle,5.4,1.3
474,Schär,DEF,Newcastle,5.5,2.4
475,Botman,DEF,Newcastle,4.9,0.5
476,Burn,DEF,Newcastle,5.0,5.8
477,Livramento,DEF,Newcastle,5.1,9.6
478,Trippier,DEF,Newcastle,5.0,2.5
479,Krafth,DEF,Newcastle,4.4,0.0
480,Lascelles,DEF,Newcastle,4.4,0.1
481,A.Murphy,DEF,Newcastle,3.9,0.7
482,Ashby,DEF,Newcastle,3.9,0.2
483,Pivas,DEF,Newcastle,3.9,0.2
484,Targett,DEF,Newcastle,4.0,0.3
485,Gordon,MID,Newcastle,7.4,1.0
486,Elanga,MID,Newcastle,6.9,6.1
487,Barnes,MID,Newcastle,6.5,0.8
488,Bruno G.,MID,Newcastle,6.5,2.2
489,J.Murphy,MID,Newcastle,6.3,1.1
490,Joelinton,MID,Newcastle,5.9,0.3
491,Tonali,MID,Newcastle,5.4,1.3
492,Antoñito C.,MID,Newcastle,4.9,0.0
493,Longstaff,MID,Leeds,4.9,0.2
494,Willock,MID,Newcastle,5.0,0.1
495,Hayden,MID,Newcastle,4.5,0.0
496,Kuol,MID,Newcastle,4.4,0.1
497,L.Miley,MID,Newcastle,4.4,2.0
498,White,MID,Newcastle,4.5,0.0
499,Isak,FWD,Liverpool,10.5,10.0
500,Osula,FWD,Newcastle,5.5,0.4
501,Neave,FWD,Newcastle,4.4,0.2
502,Sels,GK,Nott'm Forest,5.0,13.5
503,C.Miguel,GK,Nott'm Forest,4.0,0.1
504,Turner,GK,Nott'm Forest,4.0,0.1
505,Milenković,DEF,Nott'm Forest,5.5,7.0
506,Murillo,DEF,Nott'm Forest,5.4,3.6
507,Aina,DEF,Nott'm Forest,4.9,5.4
508,N.Williams,DEF,Nott'm Forest,5.0,6.5
509,David Carmo,DEF,Nott'm Forest,4.5,0.0
510,Jair Cunha,DEF,Nott'm Forest,4.4,0.1
511,Morato,DEF,Nott'm Forest,4.4,0.1
512,O.Richards,DEF,Nott'm Forest,4.5,0.0
513,Abbott,DEF,Nott'm Forest,3.9,0.2
514,Boly,DEF,Nott'm Forest,3.9,0.5
515,Gibbs-White,MID,Nott'm Forest,7.5,4.9
516,Hudson-Odoi,MID,Nott'm Forest,6.0,1.5
517,Anderson,MID,Nott'm Forest,5.5,5.0
518,Jota,MID,Nott'm Forest,5.4,0.1
519,Dominguez,MID,Nott'm Forest,5.0,0.0
520,O'Brien,MID,Nott'm Forest,5.0,0.0
521,Sangaré,MID,Nott'm Forest,5.0,0.1
522,Yates,MID,Nott'm Forest,4.8,0.1
523,Da Silva Moreira,MID,Nott'm Forest,4.5,0.1
524,Stamenic,MID,Nott'm Forest,4.5,0.0
525,Wood,FWD,Nott'm Forest,7.6,19.6
526,Igor Jesus,FWD,Nott'm Forest,5.8,0.5
527,Awoniyi,FWD,Nott'm Forest,5.3,0.4
528,Patterson,GK,Sunderland,4.4,0.2
529,Moore,GK,Sunderland,4.0,0.4
530,Nna Noukeu,GK,Sunderland,4.0,0.1
531,Ballard,DEF,Sunderland,4.6,2.6
532,Hume,DEF,Sunderland,4.5,0.3
533,Alese,DEF,Sunderland,4.0,0.0
534,Anderson,DEF,Sunderland,3.9,0.4
535,Cirkin,DEF,Sunderland,4.0,0.0
536,Hjelde,DEF,Sunderland,4.0,0.0
537,Huggins,DEF,Sunderland,4.0,0.1
538,Johnson,DEF,Sunderland,3.9,0.2
539,O'Nien,DEF,Sunderland,4.0,0.0
540,Pembele,DEF,Sunderland,3.9,0.4
541,Reinildo,DEF,Sunderland,4.0,7.4
542,Seelt,DEF,Sunderland,4.0,0.2
543,Adingra,MID,Sunderland,5.4,0.9
544,Diarra,MID,Sunderland,5.5,0.1
545,Roberts,MID,Sunderland,5.4,0.0
546,Aleksić,MID,Sunderland,4.9,0.0
547,E.Le Fée,MID,Sunderland,4.9,0.4
548,Mundle,MID,Sunderland,4.9,0.0
549,Neil,MID,Sunderland,4.9,0.0
550,Poveda,MID,Sunderland,4.9,0.0
551,Rigg,MID,Sunderland,4.8,0.0
552,Sadiki,MID,Sunderland,5.0,0.0
553,Talbi,MID,Sunderland,5.0,0.3
554,Ba,MID,Sunderland,4.4,0.2
555,Browne,MID,Sunderland,4.5,0.1
556,Ekwah,MID,Sunderland,4.5,0.0
557,H.Jones,MID,Sunderland,4.4,0.1
558,Matete,MID,Sunderland,4.4,0.2
559,Triantis,MID,Sunderland,4.4,0.1
560,Isidor,FWD,Sunderland,5.5,1.8
561,Mayenda,FWD,Sunderland,5.5,1.2
562,Abdullahi,FWD,Sunderland,4.4,0.4
563,Luís Hemir,FWD,Sunderland,4.4,0.2
564,Rusyn,FWD,Sunderland,4.4,0.1
565,Vicario,GK,Spurs,5.1,11.9
566,Austin,GK,Spurs,4.0,0.3
567,Kinsky,GK,Spurs,4.0,1.4
568,Pedro Porro,DEF,Spurs,5.6,24.2
569,Romero,DEF,Spurs,5.1,7.1
570,Danso,DEF,Spurs,4.3,0.2
571,Davies,DEF,Spurs,4.4,0.1
572,Dragusin,DEF,Spurs,4.5,0.0
573,Spence,DEF,Spurs,4.5,2.4
574,Udogie,DEF,Spurs,4.4,0.5
575,Van de Ven,DEF,Spurs,4.7,33.5
576,Phillips,DEF,Spurs,4.0,0.0
577,Takai,DEF,Spurs,4.0,0.1
578,Vuskovic,DEF,Spurs,3.9,0.6
579,Son,MID,Spurs,8.5,0.1
580,Johnson,MID,Spurs,7.0,6.8
581,Maddison,MID,Spurs,6.9,0.1
582,Kudus,MID,Spurs,6.6,31.9
583,Kulusevski,MID,Spurs,6.4,0.0
584,Tel,MID,Spurs,6.3,0.1
585,Bentancur,MID,Spurs,5.4,0.1
586,Bergvall,MID,Spurs,5.4,0.6
587,Bissouma,MID,Spurs,5.3,0.1
588,Odobert,MID,Spurs,5.3,0.0
589,Solomon,MID,Spurs,5.4,0.0
590,Bryan,MID,Spurs,4.9,0.0
591,Gray,MID,Spurs,4.9,0.1
592,Moore,MID,Spurs,5.0,0.0
593,P.M.Sarr,MID,Spurs,5.0,3.1
594,Min-hyeok,MID,Spurs,4.5,0.0
595,Olusesi,MID,Spurs,4.4,0.2
596,Solanke,FWD,Spurs,7.2,1.3
597,Richarlison,FWD,Spurs,6.7,14.6
598,Lankshear,FWD,Spurs,4.5,0.0
599,Scarlett,FWD,Spurs,4.4,0.7
600,Areola,GK,West Ham,4.4,2.4
601,Foderingham,GK,West Ham,4.0,0.4
602,Hegyi,GK,West Ham,4.0,0.2
603,Diouf,DEF,West Ham,4.4,4.2
604,Emerson,DEF,West Ham,4.4,0.1
605,Kilman,DEF,West Ham,4.4,0.2
606,Mavropanos,DEF,West Ham,4.4,0.1
607,N.Aguerd,DEF,West Ham,4.4,0.1
608,Scarles,DEF,West Ham,4.4,0.0
609,Todibo,DEF,West Ham,4.4,0.1
610,Wan-Bissaka,DEF,West Ham,4.3,9.6
611,Casey,DEF,West Ham,4.0,0.1
612,L.Paquetá,MID,West Ham,5.9,3.6
613,Souček,MID,West Ham,5.7,0.3
614,Ward-Prowse,MID,West Ham,5.8,0.3
615,Summerville,MID,West Ham,5.5,0.1
616,Álvarez,MID,West Ham,4.9,0.1
617,Cornet,MID,West Ham,4.9,0.0
618,G.Rodriguez,MID,West Ham,4.9,0.0
619,L.Guilherme,MID,West Ham,4.9,0.0
620,Earthy,MID,West Ham,4.5,0.1
621,Irving,MID,West Ham,4.4,0.3
622,Orford,MID,West Ham,4.4,0.1
623,Potts,MID,West Ham,4.4,0.7
624,Bowen,FWD,West Ham,7.7,6.4
625,Füllkrug,FWD,West Ham,5.7,1.1
626,Marshall,FWD,West Ham,4.4,0.7
627,Johnstone,GK,Wolves,4.5,0.1
628,José Sá,GK,Wolves,4.5,1.5
629,Bentley,GK,Wolves,4.0,0.7
630,King,GK,Everton,4.0,1.3
631,Agbadou,DEF,Wolves,4.5,0.4
632,Doherty,DEF,Wolves,4.4,0.1
633,H.Bueno,DEF,Wolves,4.4,0.1
634,Mosquera,DEF,Wolves,4.4,0.1
635,R.Gomes,DEF,Wolves,4.5,0.1
636,S.Bueno,DEF,Wolves,4.4,0.0
637,Toti,DEF,Wolves,4.4,0.1
638,Hoever,DEF,Wolves,4.0,1.2
639,Meupiyou,DEF,Wolves,4.0,0.0
640,Pedro Lima,DEF,Wolves,4.0,0.7
641,Pond,DEF,Wolves,4.0,1.1
642,Hee Chan,MID,Wolves,5.9,0.2
643,André,MID,Wolves,5.4,0.1
644,Bellegarde,MID,Wolves,5.4,0.1
645,Fer López,MID,Wolves,5.4,0.0
646,Gomes,MID,Wolves,5.4,0.1
647,Guedes,MID,Wolves,5.5,0.0
648,Munetsi,MID,Wolves,5.5,0.0
649,B.Traore,MID,Wolves,5.0,0.0
650,Chirewa,MID,Wolves,4.4,0.3
651,Edozie,MID,Wolves,4.4,0.4
652,Gonzalez,MID,Wolves,4.4,1.7
653,Hodge,MID,Wolves,4.5,0.0
654,Strand Larsen,FWD,Wolves,6.4,1.5
655,Fábio Silva,FWD,Wolves,4.9,0.3
656,Kalajdžić,FWD,Wolves,4.9,0.1
657,Chiwome,FWD,Wolves,4.5,0.0
658,Fraser,FWD,Wolves,4.4,2.3
659,Walker-Peters,DEF,West Ham,4.4,0.3
660,Stach,MID,Leeds,5.0,1.5
661,Ekitiké,FWD,Liverpool,8.7,26.9
662,Mosquera,DEF,Arsenal,5.4,0.2
663,J.Arias,MID,Wolves,5.2,0.3
664,Lecomte,GK,Fulham,4.0,0.7
665,Perri,GK,Leeds,4.5,0.3
666,Gyökeres,FWD,Arsenal,9.0,25.3
667,Aznou,DEF,Everton,4.4,0.1
668,Xhaka,MID,Sunderland,5.0,2.9
669,Ndoye,MID,Nott'm Forest,6.1,3.2
670,Roefs,GK,Sunderland,4.5,2.4
671,Wilson,FWD,West Ham,5.9,0.4
672,Hato,DEF,Chelsea,4.8,0.2
673,J.Palhinha,MID,Spurs,5.5,0.8
674,Ramsdale,GK,Newcastle,4.9,0.7
675,Gunn,GK,Nott'm Forest,4.0,1.7
676,Ugochukwu,MID,Burnley,5.0,0.0
677,Guessand,MID,Aston Villa,6.3,0.0
678,Masuaku,DEF,Sunderland,4.0,0.6
679,Hermansen,GK,West Ham,4.5,0.3
680,Broja,FWD,Burnley,5.4,0.1
681,Šeško,FWD,Man Utd,7.3,4.6
682,Møller Wolfe,DEF,Wolves,4.5,0.1
683,Alderete,DEF,Sunderland,4.0,2.0
684,Thiaw,DEF,Newcastle,4.9,0.1
685,Diakité,DEF,Bournemouth,4.5,0.4
686,Ngumoha,MID,Liverpool,4.5,0.6
687,Rees-Dottin,MID,Bournemouth,4.5,0.1
688,Wright,GK,Aston Villa,4.0,0.5
689,Seung soo,MID,Newcastle,4.5,0.2
690,Cardines,MID,Crystal Palace,4.5,0.2
691,Calvert-Lewin,FWD,Leeds,5.5,0.5
692,Leoni,DEF,Liverpool,5.0,0.0
693,Hutchinson,MID,Nott'm Forest,5.5,0.0
694,Mukiele,DEF,Sunderland,4.0,1.0
695,Tchatchoua,DEF,Wolves,4.5,0.0
696,Kalimuendo,FWD,Nott'm Forest,6.0,0.1
697,Adli,MID,Bournemouth,5.5,0.0
698,Okafor,MID,Leeds,5.5,0.1
699,Douglas Luiz,MID,Nott'm Forest,5.0,0.1
700,Dowman,MID,Arsenal,4.5,0.4
701,Rowe,DEF,Aston Villa,4.0,0.1
702,Burrowes,MID,Aston Villa,4.5,0.1
703,Proctor,GK,Aston Villa,4.0,0.3
704,Onyango,MID,Everton,4.5,0.1
705,Campbell,DEF,Everton,4.0,0.2
706,Justin,DEF,Leeds,4.0,0.2
707,Dibling,MID,Everton,5.5,0.0
708,M.Fernandes,MID,West Ham,5.5,0.0
