Player ID,Name,Pos,Team,Cost,Total Points,Bonus,Points/$,Games,Goals,Assists,xG,xA,xGI,gc,xGc,clean_sheets,def_con,Saves,h_Games,h_Goals,h_Assists,h_xG,h_xA,h_xGI,h_Gc,h_xGc,a_Games,a_Goals,a_Assists,a_xG,a_xA,a_xGI,a_Gc,a_xGc
430,Haaland,FWD,Manchester City,14.1,15,3,1.06,2,2,0,2.46,0.3,2.76,2,1.46,1,6,0,1,0,0,0.47,0.3,0.77,2,1.11,1,2,0,1.99,0.0,1.99,0,0.35
82,Semenyo,MID,Bournemouth,7.2,21,3,2.92,2,2,1,1.59,0.09,1.68,4,2.67,1,10,0,1,0,1,0.68,0.07,0.75,0,0.46,1,2,0,0.91,0.02,0.93,4,2.21
178,Welbeck,FWD,Brighton,6.4,1,0,0.16,2,0,0,1.56,0.1,1.66,3,1.84,0,2,0,1,0,0,0.0,0.0,0.0,1,0.24,1,0,0,1.56,0.1,1.66,2,1.6
238,Estêvão,MID,Chelsea,6.5,5,0,0.77,2,0,1,0.63,0.98,1.61,1,0.4,0,8,0,1,0,0,0.34,0.37,0.71,0,0.07,1,0,1,0.29,0.61,0.9,1,0.33
200,Anthony,MID,Burnley,5.5,15,2,2.73,2,1,1,1.21,0.38,1.59,3,3.09,1,15,0,1,1,1,0.77,0.02,0.79,0,0.77,1,0,0,0.44,0.36,0.8,3,2.32
661,Ekitiké,FWD,Liverpool,8.6,20,5,2.33,2,2,1,1.35,0.08,1.43,2,2.27,0,6,0,1,1,1,1.14,0.02,1.16,1,1.49,1,1,0,0.21,0.06,0.27,1,0.78
164,O'Riley,MID,Brighton,5.5,12,2,2.18,2,1,0,1.21,0.17,1.38,2,2.12,1,9,0,1,1,0,0.79,0.14,0.93,0,0.52,1,0,0,0.42,0.03,0.45,2,1.6
666,Gyökeres,FWD,Arsenal,9.0,13,2,1.44,2,2,0,1.28,0.09,1.37,0,0.87,1,7,0,1,2,0,1.28,0.03,1.31,0,0.17,1,0,0,0.0,0.06,0.06,0,0.7
7,Calafiori,DEF,Arsenal,5.6,26,3,4.64,2,1,2,1.3,0.02,1.32,0,1.04,2,5,0,1,0,2,0.39,0.01,0.4,0,0.17,1,1,0,0.91,0.01,0.92,0,0.87
449,B.Fernandes,MID,Manchester Utd,9.0,4,0,0.44,2,0,0,0.97,0.34,1.31,2,3.07,0,24,0,1,0,0,0.15,0.3,0.45,1,1.31,1,0,0,0.82,0.04,0.86,1,1.76
