Player ID,Name,Pos,Team,Cost,opponent,team_Oi,opponent_Di,xGI,projected GI,team_Di,opponent_Oi,xGc,projected Gc,projected net goals
82,Semenyo,MID,Bournemouth,7.0,Wolves,1.67,3.33,0.93,3.1,3.33,0.0,2.21,0.0,3.1
238,Estêvão,MID,Chelsea,6.5,West Ham,0.0,2.5,0.71,1.78,0.0,0.0,0.07,0.0,1.78
654,Strand Larsen,FWD,Wolves,6.5,Bournemouth,0.0,3.33,0.39,1.3,3.33,1.67,2.28,3.81,-2.51
86,Brooks,MID,Bournemouth,5.0,Wolves,1.67,3.33,0.38,1.27,3.33,0.0,1.9,0.0,1.27
84,Tavernier,MID,Bournemouth,5.5,Wolves,1.67,3.33,0.38,1.27,3.33,0.0,2.21,0.0,1.27
486,Elanga,MID,Newcastle Utd,7.0,Liverpool,0.0,1.67,0.63,1.05,0.0,3.33,0.17,0.57,0.48
236,Neto,MID,Chelsea,7.0,West Ham,0.0,2.5,0.39,0.98,0.0,0.0,0.66,0.0,0.98
485,Gordon,MID,Newcastle Utd,7.5,Liverpool,0.0,1.67,0.58,0.97,0.0,3.33,0.2,0.67,0.3
97,Evanilson,FWD,Bournemouth,7.0,Wolves,1.67,3.33,0.29,0.97,3.33,0.0,2.21,0.0,0.97
487,Barnes,MID,Newcastle Utd,6.5,Liverpool,0.0,1.67,0.56,0.94,0.0,3.33,0.2,0.67,0.27
246,Andrey Santos,MID,Chelsea,4.5,West Ham,0.0,2.5,0.31,0.78,0.0,0.0,0.05,0.0,0.78
164,O'Riley,MID,Brighton,5.5,Everton,0.83,0.83,0.93,0.77,0.83,0.0,0.52,0.0,0.77
249,João Pedro,FWD,Chelsea,7.5,West Ham,0.0,2.5,0.3,0.75,0.0,0.0,0.6,0.0,0.75
544,Diarra,MID,Sunderland,5.5,Burnley,2.5,2.5,0.24,0.6,0.0,0.0,0.56,0.0,0.6
224,Cucurella,DEF,Chelsea,6.0,West Ham,0.0,2.5,0.21,0.52,0.0,0.0,0.66,0.0,0.52
235,Palmer,MID,Chelsea,10.5,West Ham,0.0,2.5,0.2,0.5,0.0,0.0,0.66,0.0,0.5
225,James,DEF,Chelsea,5.5,West Ham,0.0,2.5,0.19,0.48,0.0,0.0,0.61,0.0,0.48
531,Ballard,DEF,Sunderland,4.5,Burnley,2.5,2.5,0.19,0.48,0.0,0.0,0.56,0.0,0.48
638,Hoever,DEF,Wolves,4.0,Bournemouth,0.0,3.33,0.14,0.47,3.33,1.67,2.22,3.71,-3.24
74,Truffert,DEF,Bournemouth,4.5,Wolves,1.67,3.33,0.13,0.43,3.33,0.0,2.21,0.0,0.43
543,Adingra,MID,Sunderland,5.5,Burnley,2.5,2.5,0.16,0.4,0.0,0.0,0.33,0.0,0.4
119,Mbeumo,MID,Manchester Utd,8.0,Fulham,0.0,0.83,0.47,0.39,0.83,0.83,1.31,1.09,-0.7
449,B.Fernandes,MID,Manchester Utd,9.0,Fulham,0.0,0.83,0.45,0.37,0.83,0.83,1.31,1.09,-0.72
450,Cunha,MID,Manchester Utd,8.0,Fulham,0.0,0.83,0.45,0.37,0.83,0.83,1.31,1.09,-0.72
239,Gittens,MID,Chelsea,6.5,West Ham,0.0,2.5,0.14,0.35,0.0,0.0,0.59,0.0,0.35
645,Fer López,MID,Wolves,5.5,Bournemouth,0.0,3.33,0.1,0.33,3.33,1.67,0.24,0.4,-0.07
85,Adams,MID,Bournemouth,5.0,Wolves,1.67,3.33,0.1,0.33,3.33,0.0,2.1,0.0,0.33
64,Watkins,FWD,Aston Villa,9.0,Brentford,0.0,2.5,0.13,0.32,0.0,0.83,1.43,1.19,-0.87
226,Chalobah,DEF,Chelsea,5.0,West Ham,0.0,2.5,0.12,0.3,0.0,0.0,0.66,0.0,0.3
491,Tonali,MID,Newcastle Utd,5.5,Liverpool,0.0,1.67,0.18,0.3,0.0,3.33,0.2,0.67,-0.37
683,Alderete,DEF,Sunderland,4.0,Burnley,2.5,2.5,0.12,0.3,0.0,0.0,0.23,0.0,0.3
73,Smith,DEF,Bournemouth,4.5,Wolves,1.67,3.33,0.08,0.27,3.33,0.0,2.1,0.0,0.27
335,King,MID,Fulham,4.5,Manchester Utd,0.83,0.83,0.31,0.26,0.83,0.0,1.07,0.0,0.26
162,Gruda,MID,Brighton,5.5,Everton,0.83,0.83,0.31,0.26,0.83,0.0,0.24,0.0,0.26
237,Enzo,MID,Chelsea,6.5,West Ham,0.0,2.5,0.1,0.25,0.0,0.0,0.61,0.0,0.25
233,Acheampong,DEF,Chelsea,4.0,West Ham,0.0,2.5,0.1,0.25,0.0,0.0,0.66,0.0,0.25
283,Mateta,FWD,Crystal Palace,7.5,Nott'ham Forest,0.0,0.83,0.29,0.24,0.0,2.5,1.6,4.0,-3.76
324,Iwobi,MID,Fulham,6.5,Manchester Utd,0.83,0.83,0.29,0.24,0.83,0.0,1.05,0.0,0.24
337,Raúl,FWD,Fulham,6.5,Manchester Utd,0.83,0.83,0.29,0.24,0.83,0.0,1.05,0.0,0.24
648,Munetsi,MID,Wolves,5.5,Bournemouth,0.0,3.33,0.07,0.23,3.33,1.67,2.47,4.12,-3.89
532,Hume,DEF,Sunderland,4.5,Burnley,2.5,2.5,0.09,0.22,0.0,0.0,0.56,0.0,0.22
436,De Ligt,DEF,Manchester Utd,5.0,Fulham,0.0,0.83,0.27,0.22,0.83,0.83,1.31,1.09,-0.87
561,Mayenda,FWD,Sunderland,5.5,Burnley,2.5,2.5,0.09,0.22,0.0,0.0,0.33,0.0,0.22
455,Mount,MID,Manchester Utd,6.0,Fulham,0.0,0.83,0.27,0.22,0.83,0.83,1.1,0.91,-0.69
54,McGinn,MID,Aston Villa,5.5,Brentford,0.0,2.5,0.09,0.22,0.0,0.83,1.33,1.1,-0.88
58,Kamara,MID,Aston Villa,5.0,Brentford,0.0,2.5,0.08,0.2,0.0,0.83,1.43,1.19,-0.99
241,Caicedo,MID,Chelsea,5.5,West Ham,0.0,2.5,0.08,0.2,0.0,0.0,0.66,0.0,0.2
242,Dewsbury-Hall,MID,Everton,5.0,Brighton,0.0,0.83,0.24,0.2,0.83,0.83,2.07,1.72,-1.52
266,Eze,MID,Crystal Palace,7.5,Nott'ham Forest,0.0,0.83,0.24,0.2,0.0,2.5,1.22,3.05,-2.85
644,Bellegarde,MID,Wolves,5.5,Bournemouth,0.0,3.33,0.05,0.17,3.33,1.67,2.22,3.71,-3.54
488,Bruno G.,MID,Newcastle Utd,6.5,Liverpool,0.0,1.67,0.1,0.17,0.0,3.33,0.2,0.67,-0.5
72,Senesi,DEF,Bournemouth,4.5,Wolves,1.67,3.33,0.05,0.17,3.33,0.0,2.21,0.0,0.17
291,Tarkowski,DEF,Everton,5.5,Brighton,0.0,0.83,0.21,0.17,0.83,0.83,2.07,1.72,-1.55
293,O'Brien,DEF,Everton,5.0,Brighton,0.0,0.83,0.18,0.15,0.83,0.83,2.07,1.72,-1.57
250,Delap,FWD,Chelsea,6.5,West Ham,0.0,2.5,0.06,0.15,0.0,0.0,0.05,0.0,0.15
302,Gana,MID,Everton,5.5,Brighton,0.0,0.83,0.18,0.15,0.83,0.83,2.07,1.72,-1.57
681,Šeško,FWD,Manchester Utd,7.5,Fulham,0.0,0.83,0.17,0.14,0.83,0.83,0.21,0.17,-0.03
646,Gomes,MID,Wolves,5.5,Bournemouth,0.0,3.33,0.04,0.13,3.33,1.67,2.47,4.12,-3.99
474,Schär,DEF,Newcastle Utd,5.5,Liverpool,0.0,1.67,0.07,0.12,0.0,3.33,0.2,0.67,-0.55
338,Muniz,FWD,Fulham,5.5,Manchester Utd,0.83,0.83,0.15,0.12,0.83,0.0,0.43,0.0,0.12
440,Dalot,DEF,Manchester Utd,4.5,Fulham,0.0,0.83,0.15,0.12,0.83,0.83,1.03,0.85,-0.73
47,Rogers,MID,Aston Villa,7.0,Brentford,0.0,2.5,0.05,0.12,0.0,0.83,1.43,1.19,-1.07
151,Van Hecke,DEF,Brighton,4.5,Everton,0.83,0.83,0.13,0.11,0.83,0.0,0.76,0.0,0.11
668,Xhaka,MID,Sunderland,5.0,Burnley,2.5,2.5,0.04,0.1,0.0,0.0,0.56,0.0,0.1
166,Ayari,MID,Brighton,5.0,Everton,0.83,0.83,0.12,0.1,0.83,0.0,0.76,0.0,0.1
478,Trippier,DEF,Newcastle Utd,5.0,Liverpool,0.0,1.67,0.06,0.1,0.0,3.33,0.2,0.67,-0.57
631,Agbadou,DEF,Wolves,4.5,Bournemouth,0.0,3.33,0.03,0.1,3.33,1.67,2.47,4.12,-4.02
560,Isidor,FWD,Sunderland,5.5,Burnley,2.5,2.5,0.04,0.1,0.0,0.0,0.23,0.0,0.1
157,Mitoma,MID,Brighton,6.5,Everton,0.83,0.83,0.11,0.09,0.83,0.0,0.52,0.0,0.09
160,Minteh,MID,Brighton,6.0,Everton,0.83,0.83,0.11,0.09,0.83,0.0,0.52,0.0,0.09
53,Malen,MID,Aston Villa,5.5,Brentford,0.0,2.5,0.03,0.08,0.0,0.83,0.1,0.08,0.0
500,Osula,FWD,Newcastle Utd,5.5,Liverpool,0.0,1.67,0.05,0.08,0.0,3.33,0.0,0.0,0.08
329,Wilson,MID,Fulham,5.5,Manchester Utd,0.83,0.83,0.09,0.07,0.83,0.0,1.48,0.0,0.07
146,Dunk,DEF,Brighton,4.5,Everton,0.83,0.83,0.09,0.07,0.83,0.0,0.76,0.0,0.07
325,Smith Rowe,MID,Fulham,6.0,Manchester Utd,0.83,0.83,0.09,0.07,0.83,0.0,0.4,0.0,0.07
145,De Cuyper,DEF,Brighton,4.5,Everton,0.83,0.83,0.09,0.07,0.83,0.0,0.76,0.0,0.07
663,J.Arias,MID,Wolves,5.5,Bournemouth,0.0,3.33,0.02,0.07,3.33,1.67,0.24,0.4,-0.33
642,Hee Chan,MID,Wolves,6.0,Bournemouth,0.0,3.33,0.02,0.07,3.33,1.67,0.19,0.32,-0.25
261,Richards,DEF,Crystal Palace,4.5,Nott'ham Forest,0.0,0.83,0.09,0.07,0.0,2.5,1.6,4.0,-3.93
452,Amad,MID,Manchester Utd,6.5,Fulham,0.0,0.83,0.07,0.06,0.83,0.83,0.27,0.22,-0.16
158,Georginio,MID,Brighton,6.0,Everton,0.83,0.83,0.07,0.06,0.83,0.0,0.52,0.0,0.06
311,Beto,FWD,Everton,5.5,Brighton,0.0,0.83,0.07,0.06,0.83,0.83,2.07,1.72,-1.66
441,Dorgu,DEF,Manchester Utd,4.5,Fulham,0.0,0.83,0.06,0.05,0.83,0.83,1.31,1.09,-1.04
169,Gomez,MID,Brighton,5.0,Everton,0.83,0.83,0.06,0.05,0.83,0.0,0.24,0.0,0.05
228,Gusto,DEF,Chelsea,5.0,West Ham,0.0,2.5,0.02,0.05,0.0,0.0,0.05,0.0,0.05
477,Livramento,DEF,Newcastle Utd,5.0,Liverpool,0.0,1.67,0.03,0.05,0.0,3.33,0.2,0.67,-0.62
273,Wharton,MID,Crystal Palace,5.0,Nott'ham Forest,0.0,0.83,0.05,0.04,0.0,2.5,1.6,4.0,-3.96
256,Muñoz,DEF,Crystal Palace,5.5,Nott'ham Forest,0.0,0.83,0.05,0.04,0.0,2.5,1.6,4.0,-3.96
490,Joelinton,MID,Newcastle Utd,6.0,Liverpool,0.0,1.67,0.02,0.03,0.0,3.33,0.17,0.57,-0.54
632,Doherty,DEF,Wolves,4.5,Bournemouth,0.0,3.33,0.01,0.03,3.33,1.67,2.47,4.12,-4.09
643,André,MID,Wolves,5.5,Bournemouth,0.0,3.33,0.01,0.03,3.33,1.67,2.22,3.71,-3.68
303,Garner,MID,Everton,5.0,Brighton,0.0,0.83,0.04,0.03,0.83,0.83,2.07,1.72,-1.69
459,Ugarte,MID,Manchester Utd,5.0,Fulham,0.0,0.83,0.04,0.03,0.83,0.83,0.21,0.17,-0.14
633,H.Bueno,DEF,Wolves,4.5,Bournemouth,0.0,3.33,0.01,0.03,3.33,1.67,0.24,0.4,-0.37
301,Alcaraz,MID,Everton,5.5,Brighton,0.0,0.83,0.04,0.03,0.83,0.83,1.87,1.55,-1.52
173,Wieffer,MID,Brighton,5.0,Everton,0.83,0.83,0.04,0.03,0.83,0.0,0.76,0.0,0.03
38,Konsa,DEF,Aston Villa,4.5,Brentford,0.0,2.5,0.01,0.02,0.0,0.83,1.11,0.92,-0.9
552,Sadiki,MID,Sunderland,5.0,Burnley,2.5,2.5,0.01,0.02,0.0,0.0,0.56,0.0,0.02
489,J.Murphy,MID,Newcastle Utd,6.5,Liverpool,0.0,1.67,0.01,0.02,0.0,3.33,0.03,0.1,-0.08
48,Tielemans,MID,Aston Villa,6.0,Brentford,0.0,2.5,0.01,0.02,0.0,0.83,1.43,1.19,-1.17
167,Baleba,MID,Brighton,5.0,Everton,0.83,0.83,0.03,0.02,0.83,0.0,0.52,0.0,0.02
37,Digne,DEF,Aston Villa,4.5,Brentford,0.0,2.5,0.01,0.02,0.0,0.83,1.43,1.19,-1.17
443,Shaw,DEF,Manchester Utd,4.5,Fulham,0.0,0.83,0.02,0.02,0.83,0.83,1.1,0.91,-0.89
476,Burn,DEF,Newcastle Utd,5.0,Liverpool,0.0,1.67,0.01,0.02,0.0,3.33,0.2,0.67,-0.65
299,Ndiaye,MID,Everton,6.5,Brighton,0.0,0.83,0.02,0.02,0.83,0.83,2.07,1.72,-1.7
59,Onana,MID,Aston Villa,5.0,Brentford,0.0,2.5,0.01,0.02,0.0,0.83,1.43,1.19,-1.17
497,L.Miley,MID,Newcastle Utd,4.5,Liverpool,0.0,1.67,0.01,0.02,0.0,3.33,0.03,0.1,-0.08
419,Grealish,MID,Everton,6.5,Brighton,0.0,0.83,0.02,0.02,0.83,0.83,1.14,0.95,-0.93
553,Talbi,MID,Sunderland,5.0,Burnley,2.5,2.5,0.01,0.02,0.0,0.0,0.53,0.0,0.02
457,Casemiro,MID,Manchester Utd,5.5,Fulham,0.0,0.83,0.02,0.02,0.83,0.83,1.1,0.91,-0.89
267,Sarr,MID,Crystal Palace,6.5,Nott'ham Forest,0.0,0.83,0.01,0.01,0.0,2.5,1.6,4.0,-3.99
444,Yoro,DEF,Manchester Utd,4.5,Fulham,0.0,0.83,0.01,0.01,0.83,0.83,1.31,1.09,-1.08
321,J.Cuenca,DEF,Fulham,4.5,Manchester Utd,0.83,0.83,0.01,0.01,0.83,0.0,1.07,0.0,0.01
322,Tete,DEF,Fulham,4.5,Manchester Utd,0.83,0.83,0.01,0.01,0.83,0.0,1.48,0.0,0.01
330,Berge,MID,Fulham,5.0,Manchester Utd,0.83,0.83,0.01,0.01,0.83,0.0,1.05,0.0,0.01
317,Andersen,DEF,Fulham,4.5,Manchester Utd,0.83,0.83,0.01,0.01,0.83,0.0,1.48,0.0,0.01
332,Lukić,MID,Fulham,5.0,Manchester Utd,0.83,0.83,0.01,0.01,0.83,0.0,1.48,0.0,0.01
318,Bassey,DEF,Fulham,4.5,Manchester Utd,0.83,0.83,0.01,0.01,0.83,0.0,1.48,0.0,0.01
588,Odobert,MID,Tottenham,5.5,Manchester City,2.5,0.0,0.01,0.0,0.0,3.33,0.0,0.0,0.0
565,Vicario,GK,Tottenham,5.0,Manchester City,2.5,0.0,0.0,0.0,0.0,3.33,0.94,3.13,-3.13
148,F.Kadıoğlu,DEF,Brighton,4.5,Everton,0.83,0.83,0.0,0.0,0.83,0.0,0.24,0.0,0.0
220,Sánchez,GK,Chelsea,5.0,West Ham,0.0,2.5,0.0,0.0,0.0,0.0,0.66,0.0,0.0
348,Rodon,DEF,Leeds United,4.0,Arsenal,0.83,0.0,0.0,0.0,0.0,0.83,0.55,0.46,-0.46
670,Roefs,GK,Sunderland,4.5,Burnley,2.5,2.5,0.0,0.0,0.0,0.0,0.56,0.0,0.0
36,Cash,DEF,Aston Villa,4.5,Brentford,0.0,2.5,0.0,0.0,0.0,0.83,1.43,1.19,-1.19
331,Cairney,MID,Fulham,5.0,Manchester Utd,0.83,0.83,0.0,0.0,0.83,0.0,0.43,0.0,0.0
609,Todibo,DEF,West Ham,4.5,Chelsea,0.0,0.0,0.01,0.0,2.5,0.0,0.64,0.0,0.0
679,Hermansen,GK,West Ham,4.5,Chelsea,0.0,0.0,0.01,0.0,2.5,0.0,0.68,0.0,0.0
30,Havertz,FWD,Arsenal,7.5,Leeds United,0.83,0.0,0.01,0.0,0.0,0.83,0.82,0.68,-0.68
628,José Sá,GK,Wolves,4.5,Bournemouth,0.0,3.33,0.0,0.0,3.33,1.67,2.47,4.12,-4.12
210,Tchaouna,MID,Burnley,5.0,Sunderland,0.0,0.0,0.01,0.0,2.5,2.5,0.23,0.58,-0.58
522,Yates,MID,Nott'ham Forest,5.0,Crystal Palace,2.5,0.0,0.01,0.0,0.83,0.0,0.0,0.0,0.0
469,Pope,GK,Newcastle Utd,5.0,Liverpool,0.0,1.67,0.0,0.0,0.0,3.33,0.2,0.67,-0.67
258,Mitchell,DEF,Crystal Palace,5.0,Nott'ham Forest,0.0,0.83,0.0,0.0,0.0,2.5,1.6,4.0,-4.0
122,Milambo,MID,Brentford,5.5,Aston Villa,0.83,0.0,0.01,0.0,2.5,0.0,1.49,0.0,0.0
1,Raya,GK,Arsenal,5.5,Leeds United,0.83,0.0,0.0,0.0,0.0,0.83,1.52,1.26,-1.26
202,Bruun Larsen,MID,Burnley,5.5,Sunderland,0.0,0.0,0.01,0.0,2.5,2.5,0.91,2.28,-2.28
411,O’Reilly,DEF,Manchester City,5.0,Tottenham,3.33,0.0,0.01,0.0,0.0,2.5,0.21,0.52,-0.52
366,A.Becker,GK,Liverpool,5.5,Newcastle Utd,3.33,0.0,0.01,0.0,1.67,0.0,1.7,0.0,0.0
637,Toti,DEF,Wolves,4.5,Bournemouth,0.0,3.33,0.0,0.0,3.33,1.67,2.47,4.12,-4.12
10,Lewis-Skelly,DEF,Arsenal,5.5,Leeds United,0.83,0.0,0.0,0.0,0.0,0.83,0.66,0.55,-0.55
371,Kerkez,DEF,Liverpool,6.0,Newcastle Utd,3.33,0.0,0.01,0.0,1.67,0.0,0.81,0.0,0.0
116,Hickey,DEF,Brentford,4.0,Aston Villa,0.83,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
101,Kelleher,GK,Brentford,4.5,Aston Villa,0.83,0.0,0.0,0.0,2.5,0.0,1.86,0.0,0.0
257,Lacroix,DEF,Crystal Palace,5.0,Nott'ham Forest,0.0,0.83,0.0,0.0,0.0,2.5,1.6,4.0,-4.0
272,Lerma,MID,Crystal Palace,5.0,Nott'ham Forest,0.0,0.83,0.0,0.0,0.0,2.5,0.38,0.95,-0.95
90,Scott,MID,Bournemouth,5.0,Wolves,1.67,3.33,0.0,0.0,3.33,0.0,1.81,0.0,0.0
270,Hughes,MID,Crystal Palace,5.0,Nott'ham Forest,0.0,0.83,0.0,0.0,0.0,2.5,1.22,3.05,-3.05
304,Iroegbunam,MID,Everton,5.0,Brighton,0.0,0.83,0.0,0.0,0.83,0.83,0.93,0.77,-0.77
431,Bayindir,GK,Manchester Utd,5.0,Fulham,0.0,0.83,0.0,0.0,0.83,0.83,1.31,1.09,-1.09
502,Sels,GK,Nott'ham Forest,5.0,Crystal Palace,2.5,0.0,0.0,0.0,0.83,0.0,1.5,0.0,0.0
215,Flemming,FWD,Burnley,5.5,Sunderland,0.0,0.0,0.0,0.0,2.5,2.5,0.23,0.58,-0.58
551,Rigg,MID,Sunderland,5.0,Burnley,2.5,2.5,0.0,0.0,0.0,0.0,0.03,0.0,0.0
547,E.Le Fée,MID,Sunderland,5.0,Burnley,2.5,2.5,0.0,0.0,0.0,0.0,0.23,0.0,0.0
493,Longstaff,MID,Leeds United,5.0,Arsenal,0.83,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0
376,Gomez,DEF,Liverpool,5.0,Newcastle Utd,3.33,0.0,0.0,0.0,1.67,0.0,0.21,0.0,0.0
356,Gruev,MID,Leeds United,5.0,Arsenal,0.83,0.0,0.0,0.0,0.0,0.83,0.28,0.23,-0.23
287,Pickford,GK,Everton,5.5,Brighton,0.0,0.83,0.0,0.0,0.83,0.83,2.07,1.72,-1.72
206,Edwards,MID,Burnley,5.0,Sunderland,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0
352,Harrison,MID,Leeds United,5.5,Arsenal,0.83,0.0,0.0,0.0,0.0,0.83,0.28,0.23,-0.23
505,Milenković,DEF,Nott'ham Forest,5.5,Crystal Palace,2.5,0.0,0.0,0.0,0.83,0.0,1.5,0.0,0.0
77,Hill,DEF,Bournemouth,4.0,Wolves,1.67,3.33,0.0,0.0,3.33,0.0,0.11,0.0,0.0
170,Milner,MID,Brighton,5.0,Everton,0.83,0.83,0.0,0.0,0.83,0.0,0.24,0.0,0.0
190,Ekdal,DEF,Burnley,4.0,Sunderland,0.0,0.0,0.0,0.0,2.5,2.5,2.32,5.8,-5.8
124,Henderson,MID,Brentford,5.0,Aston Villa,0.83,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
542,Seelt,DEF,Sunderland,4.0,Burnley,2.5,2.5,0.0,0.0,0.0,0.0,0.33,0.0,0.0
96,Winterburn,MID,Bournemouth,4.5,Wolves,1.67,3.33,0.0,0.0,3.33,0.0,0.31,0.0,0.0
682,Møller Wolfe,DEF,Wolves,4.5,Bournemouth,0.0,3.33,0.0,0.0,3.33,1.67,2.22,3.71,-3.71
635,R.Gomes,DEF,Wolves,4.5,Bournemouth,0.0,3.33,0.0,0.0,3.33,1.67,0.24,0.4,-0.4
442,Maguire,DEF,Manchester Utd,4.5,Fulham,0.0,0.83,0.0,0.0,0.83,0.83,0.21,0.17,-0.17
319,Castagne,DEF,Fulham,4.5,Manchester Utd,0.83,0.83,0.0,0.0,0.83,0.0,0.4,0.0,0.0
276,Devenny,MID,Crystal Palace,4.5,Nott'ham Forest,0.0,0.83,0.0,0.0,0.0,2.5,0.38,0.95,-0.95
326,Adama,MID,Fulham,5.5,Manchester Utd,0.83,0.83,0.0,0.0,0.83,0.0,0.43,0.0,0.0
295,Keane,DEF,Everton,4.5,Brighton,0.0,0.83,0.0,0.0,0.83,0.83,2.07,1.72,-1.72
33,M.Bizot,GK,Aston Villa,4.5,Brentford,0.0,2.5,0.0,0.0,0.0,0.83,1.43,1.19,-1.19
93,H.Traorè,MID,Bournemouth,4.5,Wolves,1.67,3.33,0.0,0.0,3.33,0.0,0.4,0.0,0.0
6,Saliba,DEF,Arsenal,6.0,Leeds United,0.83,0.0,0.0,0.0,0.0,0.83,1.52,1.26,-1.26
8,J.Timber,DEF,Arsenal,5.5,Leeds United,0.83,0.0,0.0,0.0,0.0,0.83,0.66,0.55,-0.55
100,Kroupi.Jr,FWD,Bournemouth,4.5,Wolves,1.67,3.33,0.0,0.0,3.33,0.0,0.11,0.0,0.0
182,Trafford,GK,Manchester City,5.0,Tottenham,3.33,0.0,0.0,0.0,0.0,2.5,0.56,1.4,-1.4
40,Mings,DEF,Aston Villa,4.5,Brentford,0.0,2.5,0.0,0.0,0.0,0.83,1.43,1.19,-1.19
584,Tel,MID,Tottenham,6.5,Manchester City,2.5,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0
